question	answer	category	explanation	formula_id	variables	related_questions
同期電動機のベクトル図	\dot{E} = \dot{V} - j X_s \dot{I} \quad [\text{V}]	機械	同期電動機では、端子電圧から同期リアクタンス降下を差し引いて内部起電力を表します。発電機とは符号の向きが異なります。	""	""	""
負荷角を用いて同期電動機の出力を表す	P = \frac{V E}{X_s} \sin \delta \quad [\text{W}]	機械	同期電動機の出力は、端子電圧、内部起電力、同期リアクタンス、負荷角で決まります。負荷角が大きくなるほど一定範囲で出力が増えます。	""	""	""
単相半波整流回路の直流平均電圧	"V_d = \frac{1}{\pi} \int_0^\pi \sqrt{2}V \sin \omega t \, dt
V_d = \frac{\sqrt{2}}{\pi} V \approx 0.45 V\quad [\text{V}]"	機械	半波整流では交流の片側半周期だけを取り出すため、直流平均電圧は全波整流より小さくなります。	""	""	""
単相全波整流回路の直流平均電圧	V_d = \frac{2\sqrt{2}}{\pi} V \approx 0.90 V \quad [\text{V}]	機械	全波整流では交流の両半周期を直流側に利用します。半波整流より平均電圧が大きく、脈動も小さくなります。	""	""	""
三相半波整流回路の直流平均電圧	V_d = \frac{3\sqrt{6}}{2\pi} V \approx 1.17 V \quad [\text{V}]	機械	半波整流では交流の片側半周期だけを取り出すため、直流平均電圧は全波整流より小さくなります。	""	""	""
三相全波整流回路の直流平均電圧	V_d = \frac{3\sqrt{2}}{\pi} V_l \approx 1.35 V_l \quad [\text{V}]	機械	全波整流では交流の両半周期を直流側に利用します。半波整流より平均電圧が大きく、脈動も小さくなります。	""	""	""
降圧チョッパの直流平均電圧	V_d = D \cdot V_in = \frac{T_{on}}{T} V_in \quad [\text{V}]	機械	降圧チョッパの平均出力電圧はデューティ比Dに比例します。オン時間の割合を大きくすると出力電圧が上がります。	""	""	""
昇圧チョッパの直流平均電圧	V_d = \frac{1}{1 - D} V_in \quad [\text{V}]	機械	昇圧チョッパはリアクトルに蓄えたエネルギーを利用して入力より高い電圧を得ます。Dが大きいほど出力電圧は高くなります。	""	""	""
昇降圧チョッパの直流平均電圧	V_d = \frac{D}{1 - D} V_in \quad [\text{V}]	機械	降圧チョッパの平均出力電圧はデューティ比Dに比例します。オン時間の割合を大きくすると出力電圧が上がります。	""	""	""
RC回路の周波数伝達関数と伝達関数	"G(s) = \frac{1}{1 + s R C}
G(j\omega) = \frac{1}{1 + j \omega R C}"	理論	RC回路の伝達関数は、抵抗とコンデンサによる一次遅れ要素を表します。周波数が高くなるほど位相遅れや振幅低下が現れます。	""	""	""
RL回路の周波数伝達関数と伝達関数	"G(s) = \frac{1}{1 + s \frac{L}{R}}
G(j\omega) = \frac{1}{1 + j \omega \frac{L}{R}}"	理論	RL回路の伝達関数は、インダクタンスと抵抗による一次遅れ要素を表します。時定数はL/Rで決まります。	""	""	""
1のラプラス変換、微分、積分	"\mathcal{L}[1] = \frac{1}{s}
\frac{d}{dt}(1) = 0
\int 1 \, dt = t"	数学	ラプラス変換は時間関数をs領域の関数に変換する方法です。微分方程式や過渡現象を代数計算として扱いやすくします。	""	""	""
tのラプラス変換、微分、積分	"\mathcal{L}[t] = \frac{1}{s^2}
\frac{d}{dt}(t) = 1
\int t \, dt = \frac{1}{2}t^2"	数学	ラプラス変換は時間関数をs領域の関数に変換する方法です。微分方程式や過渡現象を代数計算として扱いやすくします。	""	""	""
t^2のラプラス変換、微分、積分	"\mathcal{L}[t^2] = \frac{2}{s^3}
\frac{d}{dt}(t^2) = 2t
\int t^2 \, dt = \frac{1}{3}t^3"	数学	ラプラス変換は時間関数をs領域の関数に変換する方法です。微分方程式や過渡現象を代数計算として扱いやすくします。	""	""	""
e^{at}のラプラス変換、微分、積分	"\mathcal{L}[e^{at}] = \frac{1}{s - a}
\frac{d}{dt}(e^{at}) = a e^{at}
\int e^{at} \, dt = \frac{1}{a}e^{at}"	数学	ラプラス変換は時間関数をs領域の関数に変換する方法です。微分方程式や過渡現象を代数計算として扱いやすくします。	""	""	""
e^{-at}のラプラス変換、微分、積分	"\mathcal{L}[e^{-at}] = \frac{1}{s + a}
\frac{d}{dt}(e^{-at}) = -a e^{-at}
\int e^{-at} \, dt = -\frac{1}{a}e^{-at}"	数学	ラプラス変換は時間関数をs領域の関数に変換する方法です。微分方程式や過渡現象を代数計算として扱いやすくします。	""	""	""
sin atのラプラス変換、微分、積分	"\mathcal{L}[\sin at] = \frac{a}{s^2 + a^2}
\frac{d}{dt}(\sin at) = a\cos at
\int \sin at \, dt = -\frac{1}{a}\cos at"	数学	ラプラス変換は時間関数をs領域の関数に変換する方法です。微分方程式や過渡現象を代数計算として扱いやすくします。	""	""	""
cos atのラプラス変換、微分、積分	"\mathcal{L}[\cos at] = \frac{s}{s^2 + a^2}
\frac{d}{dt}(\cos at) = -a\sin at
\int \cos at \, dt = \frac{1}{a}\sin at"	数学	ラプラス変換は時間関数をs領域の関数に変換する方法です。微分方程式や過渡現象を代数計算として扱いやすくします。	""	""	""
1/s のラプラス逆変換	\mathcal{L}^{-1}\left[\frac{1}{s}\right] = 1	数学	ラプラス逆変換はs領域の式を時間領域の関数に戻す操作です。基本形を覚えておくと過渡応答の計算が速くなります。	""	""	""
1/s^2 のラプラス逆変換	\mathcal{L}^{-1}\left[\frac{1}{s^2}\right] = t	数学	ラプラス逆変換はs領域の式を時間領域の関数に戻す操作です。基本形を覚えておくと過渡応答の計算が速くなります。	""	""	""
1/(s-a) のラプラス逆変換	\mathcal{L}^{-1}\left[\frac{1}{s - a}\right] = e^{at}	数学	ラプラス逆変換はs領域の式を時間領域の関数に戻す操作です。基本形を覚えておくと過渡応答の計算が速くなります。	""	""	""
a/(s^2+a^2) のラプラス逆変換	\mathcal{L}^{-1}\left[\frac{a}{s^2 + a^2}\right] = \sin at	数学	ラプラス逆変換はs領域の式を時間領域の関数に戻す操作です。基本形を覚えておくと過渡応答の計算が速くなります。	""	""	""
s/(s^2+a^2) のラプラス逆変換	\mathcal{L}^{-1}\left[\frac{s}{s^2 + a^2}\right] = \cos at	数学	ラプラス逆変換はs領域の式を時間領域の関数に戻す操作です。基本形を覚えておくと過渡応答の計算が速くなります。	""	""	""
加法定理 sin(A+B)	\sin(A + B) = \sin A \cos B + \cos A \sin B	数学	加法定理は、2つの角の和や差の三角関数を、各角のsinとcosで表す公式です。交流の位相計算にもつながります。	""	""	""
加法定理 cos(A+B)	\cos(A + B) = \cos A \cos B - \sin A \sin B	数学	加法定理は、2つの角の和や差の三角関数を、各角のsinとcosで表す公式です。交流の位相計算にもつながります。	""	""	""
加法定理 sin(A-B)	\sin(A - B) = \sin A \cos B - \cos A \sin B	数学	加法定理は、2つの角の和や差の三角関数を、各角のsinとcosで表す公式です。交流の位相計算にもつながります。	""	""	""
加法定理 cos(A-B)	\cos(A - B) = \cos A \cos B + \sin A \sin B	数学	加法定理は、2つの角の和や差の三角関数を、各角のsinとcosで表す公式です。交流の位相計算にもつながります。	""	""	""
倍角 sin2A	\sin 2A = 2 \sin A \cos A	数学	倍角公式は、2倍の角の三角関数を元の角のsinやcosで表す公式です。三角関数の変形や積分計算で使います。	""	""	""
倍角 cos2A	"\cos 2A = \cos^2 A - \sin^2 A
\cos 2A = 2\cos^2 A - 1
\cos 2A = 1 - 2\sin^2 A"	数学	倍角公式は、2倍の角の三角関数を元の角のsinやcosで表す公式です。三角関数の変形や積分計算で使います。	""	""	""
対称三相回路の皮相電力	S = \sqrt{3} V_L I_L \quad [\mathrm{VA}]	電力管理	V_Lは線間電圧、I_Lは線電流の実効値です。平衡三相回路で用います。問題文に三相、線間電圧、線電流、力率またはP・Q・Sが与えられ、「対称三相回路の皮相電力」が問われる問題で使います。計算前に線間量と相量をそろえ、複素電力では電流の共役と無効電力の符号規約を確認します。	PM-AC-001	""	""
対称三相回路の有効電力	P = \sqrt{3} V_L I_L \cos\phi \quad [\mathrm{W}]	電力管理	負荷電流が電圧より遅れる場合も進む場合も、力率cosφを掛けて有効電力を求めます。問題文に三相、線間電圧、線電流、力率またはP・Q・Sが与えられ、「対称三相回路の有効電力」が問われる問題で使います。計算前に線間量と相量をそろえ、複素電力では電流の共役と無効電力の符号規約を確認します。	PM-AC-002	""	""
対称三相回路の無効電力	Q = \sqrt{3} V_L I_L \sin\phi \quad [\mathrm{var}]	電力管理	遅れ無効電力を正、進み無効電力を負とする符号規約です。問題文に三相、線間電圧、線電流、力率またはP・Q・Sが与えられ、「対称三相回路の無効電力」が問われる問題で使います。計算前に線間量と相量をそろえ、複素電力では電流の共役と無効電力の符号規約を確認します。	PM-AC-003	""	""
複素電力を電圧・電流フェーザで表す式	\dot{S} = P + jQ = 3\dot{V}_{ph}\dot{I}_{ph}^{*}	電力管理	電流フェーザを共役にする点が重要です。受電を正とする負荷規約で表しています。問題文に三相、線間電圧、線電流、力率またはP・Q・Sが与えられ、「複素電力を電圧・電流フェーザで表す式」が問われる問題で使います。計算前に線間量と相量をそろえ、複素電力では電流の共役と無効電力の符号規約を確認します。	PM-AC-004	""	""
有効電力・無効電力・皮相電力の関係	S^2 = P^2 + Q^2	電力管理	電力三角形の基本関係で、Sは皮相電力の大きさです。問題文に三相、線間電圧、線電流、力率またはP・Q・Sが与えられ、「有効電力・無効電力・皮相電力の関係」が問われる問題で使います。計算前に線間量と相量をそろえ、複素電力では電流の共役と無効電力の符号規約を確認します。	PM-AC-005	""	""
有効電力と力率から線電流を求める式	I_L = \frac{P}{\sqrt{3}V_L\cos\phi}	電力管理	平衡三相負荷で、PとV_Lは同じ単位系にそろえます。問題文に三相、線間電圧、線電流、力率またはP・Q・Sが与えられ、「有効電力と力率から線電流を求める式」が問われる問題で使います。計算前に線間量と相量をそろえ、複素電力では電流の共役と無効電力の符号規約を確認します。	PM-AC-006	""	""
二次計算で用いるY結線の線間電圧と相電圧の関係	V_L = \sqrt{3}V_{ph}	電力管理	平衡Y結線で線間電圧は相電圧より30度進み、大きさが√3倍です。問題文にY結線、線間電圧、相電圧が与えられ、「二次計算で用いるY結線の線間電圧と相電圧の関係」が問われる問題で使います。Y結線とΔ結線で√3が付く量が異なるため、結線図から線量・相量を先に整理します。	PM-AC-007	""	""
Δ結線の線電流と相電流の関係	I_L = \sqrt{3}I_{ph}	電力管理	平衡Δ結線で線電流は相電流の√3倍です。位相差もあるためフェーザ図では向きに注意します。問題文にΔ結線、線電流、相電流が与えられ、「Δ結線の線電流と相電流の関係」が問われる問題で使います。Y結線とΔ結線で√3が付く量が異なるため、結線図から線量・相量を先に整理します。	PM-AC-008	""	""
力率改善に必要なコンデンサ容量	Q_C = P(\tan\phi_1-\tan\phi_2)	電力管理	有効電力Pを一定とし、改善前φ1から改善後φ2へ変更するときの進み無効電力です。問題文に有効電力と改善前後の力率が与えられ、「力率改善に必要なコンデンサ容量」が問われる問題で使います。改善前角φ1と改善後角φ2を取り違えず、進みコンデンサが供給する無効電力として扱います。	PM-AC-009	""	""
